K,Bytes,AvgTimeMs
# Client started: Wed Jan 28 01:08:00 MSK 2026
# Parameters: N=1024, M=5000, Q=10
1746,1787912,76
1747,1788936,80
1748,1789960,76
1749,1790984,135
1750,1792008,113
1751,1793032,90
1752,1794056,96
1753,1795080,126
1754,1796104,111
1755,1797128,140
1756,1798152,84
1757,1799176,83
1758,1800200,81
1759,1801224,87
1760,1802248,83
1761,1803272,82
1762,1804296,87
1763,1805320,100
1764,1806344,110
1765,1807368,113
1766,1808392,98
1767,1809416,103
1768,1810440,109
1769,1811464,96
1770,1812488,189
1771,1813512,90
1772,1814536,80
1773,1815560,88
1774,1816584,86
1775,1817608,78
1776,1818632,81
1777,1819656,83
1778,1820680,83
1779,1821704,80
1780,1822728,88
1781,1823752,84
1782,1824776,83
1783,1825800,82
1784,1826824,84
1785,1827848,81
1786,1828872,79
1787,1829896,93
1788,1830920,191
1789,1831944,88
1790,1832968,83
1791,1833992,79
1792,1835016,86
1793,1836040,80
1794,1837064,87
1795,1838088,95
1796,1839112,79
1797,1840136,82
1798,1841160,90
1799,1842184,84
1800,1843208,83
1801,1844232,82
1802,1845256,79
1803,1846280,83
1804,1847304,80
1805,1848328,85
1806,1849352,106
1807,1850376,166
1808,1851400,86
1809,1852424,83
1810,1853448,81
1811,1854472,83
1812,1855496,82
1813,1856520,82
1814,1857544,86
1815,1858568,79
1816,1859592,79
1817,1860616,77
1818,1861640,93
1819,1862664,89
1820,1863688,78
1821,1864712,79
1822,1865736,95
1823,1866760,86
1824,1867784,87
1825,1868808,78
1826,1869832,79
1827,1870856,80
1828,1871880,84
1829,1872904,83
1830,1873928,92
1831,1874952,87
1832,1875976,85
1833,1877000,91
1834,1878024,93
1835,1879048,98
1836,1880072,93
1837,1881096,97
1838,1882120,93
1839,1883144,91
1840,1884168,94
1841,1885192,106
1842,1886216,84
1843,1887240,92
1844,1888264,85
1845,1889288,178
1846,1890312,122
1847,1891336,127
1848,1892360,177
1849,1893384,162
1850,1894408,165
1851,1895432,195
1852,1896456,204
1853,1897480,164
1854,1898504,141
1855,1899528,225
1856,1900552,91
1857,1901576,88
1858,1902600,97
1859,1903624,91
1860,1904648,85
1861,1905672,93
1862,1906696,81
1863,1907720,90
1864,1908744,85
1865,1909768,91
1866,1910792,99
1867,1911816,84
1868,1912840,89
1869,1913864,84
1870,1914888,84
1871,1915912,93
1872,1916936,88
1873,1917960,98
1874,1918984,103
1875,1920008,99
1876,1921032,88
1877,1922056,92
1878,1923080,85
1879,1924104,92
1880,1925128,91
1881,1926152,89
1882,1927176,87
1883,1928200,96
1884,1929224,113
1885,1930248,83
1886,1931272,91
1887,1932296,94
1888,1933320,96
1889,1934344,92
1890,1935368,93
1891,1936392,97
1892,1937416,97
1893,1938440,90
1894,1939464,88
1895,1940488,94
1896,1941512,92
1897,1942536,88
1898,1943560,93
1899,1944584,92
1900,1945608,83
1901,1946632,86
1902,1947656,90
1903,1948680,88
1904,1949704,97
1905,1950728,86
1906,1951752,99
1907,1952776,95
1908,1953800,89
1909,1954824,94
1910,1955848,91
1911,1956872,91
1912,1957896,90
1913,1958920,85
1914,1959944,89
1915,1960968,89
1916,1961992,90
1917,1963016,97
1918,1964040,88
1919,1965064,95
1920,1966088,90
1921,1967112,97
1922,1968136,88
1923,1969160,93
1924,1970184,93
1925,1971208,92
1926,1972232,112
1927,1973256,91
1928,1974280,89
1929,1975304,94
1930,1976328,101
1931,1977352,91
1932,1978376,95
1933,1979400,90
1934,1980424,87
1935,1981448,92
1936,1982472,106
1937,1983496,97
1938,1984520,103
1939,1985544,117
1940,1986568,98
1941,1987592,98
1942,1988616,95
1943,1989640,94
1944,1990664,91
1945,1991688,87
1946,1992712,89
1947,1993736,94
1948,1994760,94
1949,1995784,85
1950,1996808,93
1951,1997832,161
1952,1998856,96
1953,1999880,93
1954,2000904,91
1955,2001928,101
1956,2002952,94
1957,2003976,86
1958,2005000,92
1959,2006024,96
1960,2007048,86
1961,2008072,88
1962,2009096,100
1963,2010120,140
1964,2011144,126
1965,2012168,87
1966,2013192,86
1967,2014216,87
1968,2015240,83
1969,2016264,92
1970,2017288,86
1971,2018312,88
1972,2019336,100
1973,2020360,96
1974,2021384,92
1975,2022408,100
1976,2023432,87
1977,2024456,89
1978,2025480,87
1979,2026504,271
1980,2027528,88
1981,2028552,89
1982,2029576,92
1983,2030600,96
1984,2031624,92
1985,2032648,91
1986,2033672,90
1987,2034696,86
1988,2035720,95
1989,2036744,91
1990,2037768,88
1991,2038792,118
1992,2039816,89
1993,2040840,117
1994,2041864,100
1995,2042888,92
1996,2043912,89
1997,2044936,94
1998,2045960,90
1999,2046984,97
2000,2048008,95
2001,2049032,95
2002,2050056,92
2003,2051080,90
2004,2052104,94
2005,2053128,94
2006,2054152,96
2007,2055176,84
2008,2056200,89
2009,2057224,90
2010,2058248,84
2011,2059272,96
2012,2060296,222
2013,2061320,90
2014,2062344,91
2015,2063368,239
2016,2064392,90
2017,2065416,89
2018,2066440,94
2019,2067464,91
2020,2068488,91
2021,2069512,95
2022,2070536,93
2023,2071560,86
2024,2072584,83
2025,2073608,82
2026,2074632,94
2027,2075656,93
2028,2076680,88
2029,2077704,88
2030,2078728,91
2031,2079752,177
2032,2080776,89
2033,2081800,88
2034,2082824,95
2035,2083848,93
2036,2084872,93
2037,2085896,100
2038,2086920,86
2039,2087944,89
2040,2088968,93
2041,2089992,87
2042,2091016,198
2043,2092040,86
2044,2093064,94
2045,2094088,90
2046,2095112,89
2047,2096136,95
2048,2097160,90
2049,2098184,88
2050,2099208,88
2051,2100232,90
2052,2101256,86
2053,2102280,94
2054,2103304,88
2055,2104328,87
2056,2105352,96
2057,2106376,143
2058,2107400,161
2059,2108424,92
2060,2109448,90
2061,2110472,88
2062,2111496,98
2063,2112520,87
2064,2113544,86
2065,2114568,89
2066,2115592,88
2067,2116616,87
2068,2117640,96
2069,2118664,90
2070,2119688,90
2071,2120712,91
2072,2121736,88
2073,2122760,90
2074,2123784,204
2075,2124808,94
2076,2125832,82
2077,2126856,90
2078,2127880,85
2079,2128904,92
2080,2129928,92
2081,2130952,92
2082,2131976,91
2083,2133000,89
2084,2134024,88
2085,2135048,82
2086,2136072,90
2087,2137096,88
2088,2138120,92
2089,2139144,94
2090,2140168,93
2091,2141192,87
2092,2142216,97
2093,2143240,91
2094,2144264,89
2095,2145288,89
2096,2146312,89
2097,2147336,87
2098,2148360,87
2099,2149384,92
2100,2150408,87
2101,2151432,85
2102,2152456,87
2103,2153480,90
2104,2154504,90
2105,2155528,92
2106,2156552,95
2107,2157576,89
2108,2158600,84
2109,2159624,88
2110,2160648,91
2111,2161672,96
2112,2162696,88
2113,2163720,97
2114,2164744,84
2115,2165768,94
2116,2166792,90
2117,2167816,91
2118,2168840,90
2119,2169864,90
2120,2170888,92
2121,2171912,93
2122,2172936,88
2123,2173960,87
2124,2174984,92
2125,2176008,88
2126,2177032,88
2127,2178056,86
2128,2179080,95
2129,2180104,94
2130,2181128,90
2131,2182152,84
2132,2183176,96
2133,2184200,90
2134,2185224,89
2135,2186248,84
2136,2187272,88
2137,2188296,96
2138,2189320,89
2139,2190344,99
2140,2191368,92
2141,2192392,91
2142,2193416,90
2143,2194440,93
2144,2195464,172
2145,2196488,93
2146,2197512,87
2147,2198536,87
2148,2199560,89
2149,2200584,85
2150,2201608,94
2151,2202632,96
2152,2203656,92
2153,2204680,89
2154,2205704,89
2155,2206728,96
2156,2207752,89
2157,2208776,92
2158,2209800,92
2159,2210824,89
2160,2211848,89
2161,2212872,86
2162,2213896,90
2163,2214920,89
2164,2215944,94
2165,2216968,90
2166,2217992,92
2167,2219016,89
2168,2220040,92
2169,2221064,90
2170,2222088,90
2171,2223112,149
2172,2224136,160
2173,2225160,92
2174,2226184,91
2175,2227208,89
2176,2228232,88
2177,2229256,98
2178,2230280,97
2179,2231304,88
2180,2232328,93
2181,2233352,92
2182,2234376,88
2183,2235400,116
2184,2236424,202
2185,2237448,89
2186,2238472,87
2187,2239496,98
2188,2240520,89
2189,2241544,94
2190,2242568,87
2191,2243592,101
2192,2244616,93
2193,2245640,94
2194,2246664,92
2195,2247688,94
2196,2248712,94
2197,2249736,91
2198,2250760,87
2199,2251784,93
2200,2252808,96
2201,2253832,89
2202,2254856,89
2203,2255880,167
2204,2256904,97
2205,2257928,92
2206,2258952,94
2207,2259976,90
2208,2261000,90
2209,2262024,94
2210,2263048,89
2211,2264072,87
2212,2265096,94
2213,2266120,84
2214,2267144,104
2215,2268168,202
2216,2269192,113
2217,2270216,98
2218,2271240,96
2219,2272264,97
2220,2273288,95
2221,2274312,95
2222,2275336,94
2223,2276360,94
2224,2277384,96
2225,2278408,181
2226,2279432,147
2227,2280456,95
2228,2281480,95
2229,2282504,97
2230,2283528,98
2231,2284552,141
2232,2285576,102
2233,2286600,101
2234,2287624,102
2235,2288648,100
2236,2289672,104
2237,2290696,102
2238,2291720,95
2239,2292744,97
2240,2293768,99
2241,2294792,92
2242,2295816,97
2243,2296840,208
2244,2297864,108
2245,2298888,106
2246,2299912,104
2247,2300936,111
2248,2301960,119
2249,2302984,115
2250,2304008,120
2251,2305032,105
2252,2306056,106
2253,2307080,110
2254,2308104,107
2255,2309128,134
2256,2310152,125
2257,2311176,182
2258,2312200,105
2259,2313224,104
2260,2314248,110
2261,2315272,105
2262,2316296,104
2263,2317320,95
2264,2318344,94
2265,2319368,96
2266,2320392,110
2267,2321416,110
2268,2322440,108
2269,2323464,105
2270,2324488,167
2271,2325512,88
2272,2326536,102
2273,2327560,95
2274,2328584,91
2275,2329608,101
2276,2330632,98
2277,2331656,97
2278,2332680,102
2279,2333704,93
2280,2334728,93
2281,2335752,213
2282,2336776,99
2283,2337800,103
2284,2338824,94
2285,2339848,114
2286,2340872,104
2287,2341896,100
2288,2342920,102
2289,2343944,101
2290,2344968,96
2291,2345992,95
2292,2347016,110
2293,2348040,97
2294,2349064,106
2295,2350088,101
2296,2351112,105
2297,2352136,103
2298,2353160,203
2299,2354184,87
2300,2355208,90
2301,2356232,87
2302,2357256,86
2303,2358280,91
2304,2359304,85
2305,2360328,90
2306,2361352,87
2307,2362376,89
2308,2363400,87
2309,2364424,84
2310,2365448,204
2311,2366472,88
2312,2367496,95
2313,2368520,104
2314,2369544,115
2315,2370568,126
2316,2371592,109
2317,2372616,116
2318,2373640,98
2319,2374664,106
2320,2375688,115
2321,2376712,121
2322,2377736,111
2323,2378760,111
2324,2379784,170
2325,2380808,119
2326,2381832,112
2327,2382856,105
2328,2383880,249
2329,2384904,92
2330,2385928,104
2331,2386952,95
2332,2387976,108
2333,2389000,118
2334,2390024,111
2335,2391048,110
2336,2392072,113
2337,2393096,111
2338,2394120,109
2339,2395144,105
2340,2396168,105
2341,2397192,104
2342,2398216,106
2343,2399240,165
2344,2400264,98
2345,2401288,95
2346,2402312,95
2347,2403336,96
2348,2404360,102
2349,2405384,96
2350,2406408,94
2351,2407432,100
2352,2408456,98
2353,2409480,103
2354,2410504,225
2355,2411528,104
2356,2412552,96
2357,2413576,99
2358,2414600,106
2359,2415624,104
2360,2416648,95
2361,2417672,98
2362,2418696,97
2363,2419720,104
2364,2420744,99
2365,2421768,95
2366,2422792,95
2367,2423816,98
2368,2424840,97
2369,2425864,93
2370,2426888,102
2371,2427912,210
2372,2428936,106
2373,2429960,97
2374,2430984,99
2375,2432008,100
2376,2433032,97
2377,2434056,99
2378,2435080,100
2379,2436104,95
2380,2437128,103
2381,2438152,109
2382,2439176,114
2383,2440200,183
2384,2441224,101
2385,2442248,105
2386,2443272,107
2387,2444296,112
2388,2445320,109
2389,2446344,108
2390,2447368,108
2391,2448392,107
2392,2449416,104
2393,2450440,107
2394,2451464,109
2395,2452488,103
2396,2453512,152
2397,2454536,158
2398,2455560,106
2399,2456584,110
2400,2457608,107
2401,2458632,115
2402,2459656,107
2403,2460680,112
2404,2461704,108
2405,2462728,470
2406,2463752,112
2407,2464776,137
2408,2465800,105
2409,2466824,106
2410,2467848,116
2411,2468872,108
2412,2469896,130
2413,2470920,269
2414,2471944,150
2415,2472968,120
2416,2473992,120
2417,2475016,140
2418,2476040,143
2419,2477064,117
2420,2478088,103
2421,2479112,121
2422,2480136,237
2423,2481160,114
2424,2482184,116
2425,2483208,105
2426,2484232,156
2427,2485256,201
2428,2486280,224
2429,2487304,94
2430,2488328,102
2431,2489352,105
2432,2490376,98
2433,2491400,101
2434,2492424,107
2435,2493448,114
2436,2494472,129
2437,2495496,204
2438,2496520,123
2439,2497544,115
2440,2498568,114
2441,2499592,114
2442,2500616,113
2443,2501640,114
2444,2502664,112
2445,2503688,104
2446,2504712,101
2447,2505736,102
2448,2506760,99
2449,2507784,109
2450,2508808,112
2451,2509832,103
2452,2510856,113
2453,2511880,102
2454,2512904,102
2455,2513928,101
2456,2514952,102
2457,2515976,99
2458,2517000,96
2459,2518024,106
2460,2519048,101
2461,2520072,104
2462,2521096,103
2463,2522120,101
2464,2523144,102
2465,2524168,97
2466,2525192,118
2467,2526216,111
2468,2527240,119
2469,2528264,116
2470,2529288,113
2471,2530312,111
2472,2531336,121
2473,2532360,103
2474,2533384,108
2475,2534408,117
2476,2535432,105
2477,2536456,119
2478,2537480,120
2479,2538504,118
2480,2539528,118
2481,2540552,113
2482,2541576,115
2483,2542600,126
2484,2543624,115
2485,2544648,121
2486,2545672,116
2487,2546696,116
2488,2547720,123
2489,2548744,116
2490,2549768,117
2491,2550792,111
2492,2551816,110
2493,2552840,118
2494,2553864,119
2495,2554888,113
2496,2555912,108
2497,2556936,117
2498,2557960,116
2499,2558984,110
2500,2560008,104
2501,2561032,119
2502,2562056,114
2503,2563080,120
2504,2564104,120
2505,2565128,112
2506,2566152,106
2507,2567176,96
2508,2568200,98
2509,2569224,97
2510,2570248,99
2511,2571272,102
2512,2572296,97
2513,2573320,96
2514,2574344,98
2515,2575368,102
2516,2576392,103
2517,2577416,100
2518,2578440,96
2519,2579464,94
2520,2580488,99
2521,2581512,98
2522,2582536,97
2523,2583560,94
2524,2584584,101
2525,2585608,100
2526,2586632,100
2527,2587656,95
2528,2588680,97
2529,2589704,98
2530,2590728,98
2531,2591752,99
2532,2592776,96
2533,2593800,97
2534,2594824,103
2535,2595848,106
2536,2596872,99
2537,2597896,97
2538,2598920,93
2539,2599944,99
2540,2600968,94
2541,2601992,133
2542,2603016,102
2543,2604040,110
2544,2605064,101
2545,2606088,93
2546,2607112,100
2547,2608136,106
2548,2609160,105
2549,2610184,97
2550,2611208,100
2551,2612232,96
2552,2613256,104
2553,2614280,101
2554,2615304,106
2555,2616328,116
2556,2617352,109
2557,2618376,109
2558,2619400,102
2559,2620424,107
2560,2621448,103
2561,2622472,99
2562,2623496,98
2563,2624520,106
2564,2625544,141
2565,2626568,105
2566,2627592,97
2567,2628616,106
2568,2629640,101
2569,2630664,96
2570,2631688,109
2571,2632712,107
2572,2633736,111
2573,2634760,110
2574,2635784,108
2575,2636808,111
2576,2637832,107
2577,2638856,103
2578,2639880,104
2579,2640904,100
2580,2641928,111
2581,2642952,104
2582,2643976,107
2583,2645000,128
2584,2646024,105
2585,2647048,100
2586,2648072,108
2587,2649096,112
2588,2650120,115
2589,2651144,123
2590,2652168,107
2591,2653192,112
2592,2654216,126
2593,2655240,121
2594,2656264,107
2595,2657288,114
2596,2658312,109
2597,2659336,107
2598,2660360,111
2599,2661384,113
2600,2662408,107
2601,2663432,110
2602,2664456,111
2603,2665480,109
2604,2666504,106
2605,2667528,106
2606,2668552,105
2607,2669576,105
2608,2670600,106
2609,2671624,108
2610,2672648,103
2611,2673672,100
2612,2674696,97
2613,2675720,103
2614,2676744,108
2615,2677768,100
2616,2678792,98
2617,2679816,99
2618,2680840,100
2619,2681864,107
2620,2682888,101
2621,2683912,106
2622,2684936,108
2623,2685960,107
2624,2686984,106
2625,2688008,98
2626,2689032,103
2627,2690056,100
2628,2691080,104
2629,2692104,102
2630,2693128,106
2631,2694152,101
2632,2695176,115
2633,2696200,114
2634,2697224,111
2635,2698248,108
2636,2699272,99
2637,2700296,107
2638,2701320,102
2639,2702344,104
2640,2703368,96
2641,2704392,100
2642,2705416,102
2643,2706440,102
2644,2707464,103
2645,2708488,174
2646,2709512,170
2647,2710536,164
2648,2711560,110
2649,2712584,111
2650,2713608,122
2651,2714632,129
2652,2715656,122
2653,2716680,132
2654,2717704,127
2655,2718728,193
2656,2719752,181
2657,2720776,195
2658,2721800,165
2659,2722824,168
2660,2723848,176
2661,2724872,162
2662,2725896,139
2663,2726920,127
2664,2727944,130
2665,2728968,247
2666,2729992,106
2667,2731016,99
2668,2732040,103
2669,2733064,104
2670,2734088,102
2671,2735112,132
2672,2736136,169
2673,2737160,162
2674,2738184,174
2675,2739208,196
2676,2740232,228
2677,2741256,167
2678,2742280,150
2679,2743304,161
2680,2744328,161
2681,2745352,158
2682,2746376,138
2683,2747400,106
2684,2748424,112
2685,2749448,107
2686,2750472,113
2687,2751496,103
2688,2752520,109
2689,2753544,100
2690,2754568,109
2691,2755592,101
2692,2756616,101
2693,2757640,120
2694,2758664,119
2695,2759688,114
2696,2760712,118
2697,2761736,121
2698,2762760,132
2699,2763784,128
2700,2764808,134
2701,2765832,123
2702,2766856,114
2703,2767880,119
2704,2768904,123
2705,2769928,128
2706,2770952,117
2707,2771976,126
2708,2773000,110
2709,2774024,129
2710,2775048,122
2711,2776072,117
2712,2777096,109
2713,2778120,109
2714,2779144,100
2715,2780168,102
2716,2781192,106
2717,2782216,102
2718,2783240,101
2719,2784264,119
2720,2785288,112
2721,2786312,99
2722,2787336,102
2723,2788360,101
2724,2789384,108
2725,2790408,126
2726,2791432,115
2727,2792456,106
2728,2793480,104
2729,2794504,141
2730,2795528,104
2731,2796552,104
2732,2797576,102
2733,2798600,104
2734,2799624,105
2735,2800648,101
2736,2801672,109
2737,2802696,106
2738,2803720,110
2739,2804744,102
2740,2805768,101
2741,2806792,98
2742,2807816,101
2743,2808840,101
2744,2809864,102
2745,2810888,101
2746,2811912,111
2747,2812936,108
2748,2813960,127
2749,2814984,102
2750,2816008,105
2751,2817032,101
2752,2818056,101
2753,2819080,111
2754,2820104,105
2755,2821128,107
2756,2822152,109
2757,2823176,102
2758,2824200,106
2759,2825224,103
2760,2826248,105
2761,2827272,111
2762,2828296,109
2763,2829320,104
2764,2830344,102
2765,2831368,105
2766,2832392,107
2767,2833416,106
2768,2834440,110
2769,2835464,100
2770,2836488,102
2771,2837512,101
2772,2838536,114
2773,2839560,102
2774,2840584,105
2775,2841608,103
2776,2842632,111
2777,2843656,101
2778,2844680,101
2779,2845704,106
2780,2846728,107
2781,2847752,104
2782,2848776,106
2783,2849800,114
2784,2850824,102
2785,2851848,109
2786,2852872,110
2787,2853896,109
2788,2854920,107
2789,2855944,104
2790,2856968,105
2791,2857992,114
2792,2859016,110
2793,2860040,102
2794,2861064,108
2795,2862088,117
2796,2863112,114
2797,2864136,113
2798,2865160,101
2799,2866184,106
2800,2867208,104
2801,2868232,104
2802,2869256,106
2803,2870280,103
2804,2871304,109
2805,2872328,108
2806,2873352,110
2807,2874376,102
2808,2875400,105
2809,2876424,111
2810,2877448,106
2811,2878472,117
2812,2879496,111
2813,2880520,108
2814,2881544,109
2815,2882568,105
2816,2883592,105
2817,2884616,106
2818,2885640,108
2819,2886664,105
2820,2887688,105
2821,2888712,115
2822,2889736,111
2823,2890760,120
2824,2891784,114
2825,2892808,135
2826,2893832,115
2827,2894856,115
2828,2895880,112
2829,2896904,124
2830,2897928,113
2831,2898952,104
2832,2899976,108
2833,2901000,102
2834,2902024,107
2835,2903048,102
2836,2904072,115
2837,2905096,112
2838,2906120,113
2839,2907144,116
2840,2908168,104
2841,2909192,101
2842,2910216,113
2843,2911240,117
2844,2912264,113
2845,2913288,108
2846,2914312,109
2847,2915336,117
2848,2916360,121
2849,2917384,108
2850,2918408,109
2851,2919432,105
2852,2920456,117
2853,2921480,114
2854,2922504,111
2855,2923528,113
2856,2924552,128
2857,2925576,130
2858,2926600,116
2859,2927624,123
2860,2928648,112
2861,2929672,112
2862,2930696,124
2863,2931720,108
2864,2932744,113
2865,2933768,100
2866,2934792,105
2867,2935816,111
2868,2936840,116
2869,2937864,125
2870,2938888,104
2871,2939912,122
2872,2940936,115
2873,2941960,113
2874,2942984,112
2875,2944008,113
2876,2945032,111
2877,2946056,113
2878,2947080,115
2879,2948104,113
2880,2949128,128
2881,2950152,120
2882,2951176,106
2883,2952200,107
2884,2953224,106
2885,2954248,113
2886,2955272,126
2887,2956296,114
2888,2957320,119
2889,2958344,139
2890,2959368,161
2891,2960392,143
2892,2961416,123
2893,2962440,137
2894,2963464,138
2895,2964488,160
2896,2965512,150
2897,2966536,158
2898,2967560,146
2899,2968584,139
2900,2969608,131
2901,2970632,144
2902,2971656,124
2903,2972680,146
2904,2973704,139
2905,2974728,139
2906,2975752,165
2907,2976776,163
2908,2977800,137
2909,2978824,155
2910,2979848,172
2911,2980872,182
2912,2981896,151
2913,2982920,154
2914,2983944,163
2915,2984968,167
2916,2985992,198
2917,2987016,181
2918,2988040,128
2919,2989064,127
2920,2990088,137
2921,2991112,156
2922,2992136,139
2923,2993160,138
2924,2994184,192
2925,2995208,160
2926,2996232,165
2927,2997256,145
2928,2998280,144
2929,2999304,128
2930,3000328,178
2931,3001352,160
2932,3002376,148
2933,3003400,153
2934,3004424,147
2935,3005448,159
2936,3006472,137
2937,3007496,149
2938,3008520,161
2939,3009544,145
2940,3010568,154
2941,3011592,148
2942,3012616,233
2943,3013640,152
2944,3014664,153
2945,3015688,147
2946,3016712,124
2947,3017736,156
2948,3018760,147
2949,3019784,172
2950,3020808,136
2951,3021832,156
2952,3022856,168
2953,3023880,164
2954,3024904,133
2955,3025928,138
2956,3026952,147
2957,3027976,166
2958,3029000,170
2959,3030024,148
2960,3031048,147
2961,3032072,154
2962,3033096,151
2963,3034120,141
2964,3035144,162
2965,3036168,158
2966,3037192,135
2967,3038216,141
2968,3039240,143
2969,3040264,156
2970,3041288,130
2971,3042312,159
2972,3043336,150
2973,3044360,147
2974,3045384,154
2975,3046408,130
2976,3047432,155
2977,3048456,130
2978,3049480,143
2979,3050504,162
2980,3051528,127
2981,3052552,142
2982,3053576,148
2983,3054600,169
2984,3055624,149
2985,3056648,177
2986,3057672,132
2987,3058696,155
2988,3059720,162
2989,3060744,136
2990,3061768,143
2991,3062792,161
2992,3063816,149
2993,3064840,140
2994,3065864,164
2995,3066888,149
2996,3067912,152
2997,3068936,136
2998,3069960,164
2999,3070984,142
3000,3072008,138
3001,3073032,146
3002,3074056,138
3003,3075080,157
3004,3076104,149
3005,3077128,154
3006,3078152,148
3007,3079176,151
3008,3080200,183
3009,3081224,195
3010,3082248,163
3011,3083272,134
3012,3084296,142
3013,3085320,140
3014,3086344,157
3015,3087368,127
3016,3088392,109
3017,3089416,115
3018,3090440,110
3019,3091464,106
3020,3092488,110
3021,3093512,105
3022,3094536,106
3023,3095560,108
3024,3096584,110
3025,3097608,109
3026,3098632,110
3027,3099656,112
3028,3100680,104
3029,3101704,106
3030,3102728,112
3031,3103752,102
3032,3104776,107
3033,3105800,108
3034,3106824,106
3035,3107848,110
3036,3108872,113
3037,3109896,115
3038,3110920,104
3039,3111944,112
3040,3112968,114
3041,3113992,116
3042,3115016,113
3043,3116040,122
3044,3117064,116
3045,3118088,106
3046,3119112,119
3047,3120136,110
3048,3121160,111
3049,3122184,105
3050,3123208,114
3051,3124232,110
3052,3125256,116
3053,3126280,115
3054,3127304,112
3055,3128328,111
3056,3129352,110
3057,3130376,106
3058,3131400,112
3059,3132424,112
3060,3133448,108
3061,3134472,109
3062,3135496,110
3063,3136520,113
3064,3137544,109
3065,3138568,121
3066,3139592,111
3067,3140616,110
3068,3141640,113
3069,3142664,111
3070,3143688,120
3071,3144712,117
3072,3145736,114
3073,3146760,116
3074,3147784,107
3075,3148808,109
3076,3149832,113
3077,3150856,117
3078,3151880,108
3079,3152904,106
3080,3153928,110
3081,3154952,104
3082,3155976,109
3083,3157000,115
3084,3158024,107
3085,3159048,117
3086,3160072,112
3087,3161096,106
3088,3162120,119
3089,3163144,111
3090,3164168,118
3091,3165192,111
3092,3166216,110
3093,3167240,107
3094,3168264,119
3095,3169288,104
3096,3170312,113
3097,3171336,105
3098,3172360,107
3099,3173384,109
3100,3174408,120
3101,3175432,119
3102,3176456,109
3103,3177480,121
3104,3178504,113
3105,3179528,106
3106,3180552,108
3107,3181576,120
3108,3182600,108
3109,3183624,108
3110,3184648,118
3111,3185672,112
3112,3186696,112
3113,3187720,113
3114,3188744,112
3115,3189768,110
3116,3190792,112
3117,3191816,116
3118,3192840,114
3119,3193864,113
3120,3194888,117
3121,3195912,112
3122,3196936,113
3123,3197960,114
3124,3198984,115
3125,3200008,107
3126,3201032,111
3127,3202056,115
3128,3203080,110
3129,3204104,109
3130,3205128,114
3131,3206152,107
3132,3207176,113
3133,3208200,108
3134,3209224,113
3135,3210248,111
3136,3211272,104
3137,3212296,118
3138,3213320,121
3139,3214344,114
3140,3215368,126
3141,3216392,114
3142,3217416,120
3143,3218440,116
3144,3219464,113
3145,3220488,109
3146,3221512,113
3147,3222536,115
3148,3223560,111
3149,3224584,126
3150,3225608,114
3151,3226632,104
3152,3227656,109
3153,3228680,109
3154,3229704,105
3155,3230728,105
3156,3231752,114
3157,3232776,105
3158,3233800,110
3159,3234824,116
3160,3235848,107
3161,3236872,115
3162,3237896,113
3163,3238920,114
3164,3239944,114
3165,3240968,112
3166,3241992,109
3167,3243016,119
3168,3244040,116
3169,3245064,114
3170,3246088,107
3171,3247112,115
3172,3248136,115
3173,3249160,110
3174,3250184,111
3175,3251208,108
3176,3252232,115
3177,3253256,115
3178,3254280,115
3179,3255304,111
3180,3256328,119
3181,3257352,114
3182,3258376,122
3183,3259400,117
3184,3260424,110
3185,3261448,115
3186,3262472,121
3187,3263496,128
3188,3264520,114
3189,3265544,114
3190,3266568,121
3191,3267592,116
3192,3268616,117
3193,3269640,107
3194,3270664,116
3195,3271688,114
3196,3272712,115
3197,3273736,111
3198,3274760,111
3199,3275784,118
3200,3276808,121
3201,3277832,146
3202,3278856,140
3203,3279880,116
3204,3280904,116
3205,3281928,107
3206,3282952,121
3207,3283976,108
3208,3285000,118
3209,3286024,122
3210,3287048,121
3211,3288072,139
3212,3289096,135
3213,3290120,131
3214,3291144,119
3215,3292168,118
3216,3293192,110
3217,3294216,108
3218,3295240,120
3219,3296264,117
3220,3297288,123
3221,3298312,139
3222,3299336,154
3223,3300360,153
3224,3301384,109
3225,3302408,115
3226,3303432,116
3227,3304456,113
3228,3305480,115
3229,3306504,113
3230,3307528,122
3231,3308552,120
3232,3309576,123
3233,3310600,117
3234,3311624,116
3235,3312648,115
3236,3313672,119
3237,3314696,127
3238,3315720,112
3239,3316744,113
3240,3317768,111
3241,3318792,135
3242,3319816,121
3243,3320840,161
3244,3321864,125
3245,3322888,121
3246,3323912,121
3247,3324936,116
3248,3325960,116
3249,3326984,124
3250,3328008,128
3251,3329032,122
3252,3330056,139
3253,3331080,108
3254,3332104,112
3255,3333128,110
3256,3334152,122
3257,3335176,129
3258,3336200,131
3259,3337224,122
3260,3338248,122
3261,3339272,139
3262,3340296,135
3263,3341320,131
3264,3342344,117
3265,3343368,117
3266,3344392,121
3267,3345416,117
3268,3346440,157
3269,3347464,250
3270,3348488,148
3271,3349512,120
3272,3350536,116
3273,3351560,125
3274,3352584,120
3275,3353608,128
3276,3354632,115
3277,3355656,119
3278,3356680,118
3279,3357704,120
3280,3358728,123
3281,3359752,131
3282,3360776,117
3283,3361800,114
3284,3362824,108
3285,3363848,114
3286,3364872,109
3287,3365896,108
3288,3366920,116
3289,3367944,123
3290,3368968,128
3291,3369992,128
3292,3371016,118
3293,3372040,129
